doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
usa_new york city_hampton_inn_new_york_seaport_financial_district,hampton inn new york seaport financial district,http://www.tripadvisor.com/ShowUserReviews-g60763-d277882-r48793530-Hampton_Inn_New_York_Seaport_Financial_District-New_York_City_New_York.html,320 pearl st.,new york city,ny,USA,10038,-1,-1,84,4.597222222,4.333333333,4.513888889,4.263888889,4.277777778,0,4.397222222
usa_new york city_helmsley_middletowne_hotel,helmsley middletowne hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d112030-r48791023-Helmsley_Middletowne_Hotel-New_York_City_New_York.html,148 e. 48th st.,new york city,ny,USA,10017,-1,-1,208,3.394495413,3.293577982,3.642201835,4.229357798,3.52293578,0,3.616513761
usa_new york city_hilton_club_new_york,hilton club new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d1379306-r49969638-Hilton_Club_New_York-New_York_City_New_York.html,1335 avenue of the americas,new york city,ny,USA,10019,-1,-1,10,4.6,4.4,4.8,4.9,3.6,0,4.46
usa_new york city_hilton_garden_inn_chelsea,hilton garden inn chelsea,http://www.tripadvisor.com/ShowUserReviews-g60763-d641209-r50223223-Hilton_Garden_Inn_Chelsea-New_York_City_New_York.html,121 west 28th street,new york city,ny,USA,10001,-1,-1,177,4.649681529,4.369426752,4.394904459,4.23566879,4.280254777,0,4.385987261
usa_new york city_hilton_garden_inn_new_york_west_35th,hilton garden inn new york west 35th,http://www.tripadvisor.com/ShowUserReviews-g60763-d1218792-r50485207-Hilton_Garden_Inn_New_York_West_35th-New_York_City_New_York.html,63 west 35th street ,new york city,ny,USA,10001,-1,-1,221,4.805825243,4.32038835,4.300970874,4.82038835,4.422330097,0,4.533980583
usa_new york city_hilton_garden_inn_times_square,hilton garden inn times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d99352-r50542625-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,790 eighth avenue,new york city,ny,USA,10019,-1,-1,334,4.604651163,4.392026578,4.478405316,4.784053156,4.365448505,0,4.524916944
usa_new york city_hilton_garden_inn_tribeca,hilton garden inn tribeca,http://www.tripadvisor.com/ShowUserReviews-g60763-d632551-r50064358-Hilton_Garden_Inn_Tribeca-New_York_City_New_York.html,6 york st,new york city,ny,USA,10013,-1,-1,43,4.487804878,3.951219512,3.902439024,4.195121951,3.780487805,0,4.063414634
usa_new york city_hilton_new_york,hilton new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d611947-r50513464-Hilton_New_York-New_York_City_New_York.html,1335 avenue of the americas,new york city,ny,USA,10019,-1,-1,337,4.093023256,3.873754153,3.548172757,4.674418605,3.448504983,0,3.927574751
usa_new york city_hilton_times_square,hilton times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d208453-r50523230-Hilton_Times_Square-New_York_City_New_York.html,234 west 42nd street,new york city,ny,USA,10036,-1,-1,528,4.398496241,4.323308271,3.996240602,4.736842105,3.77443609,0,4.245864662
usa_new york city_holiday_inn_express_new_york_city_fifth_ave,holiday inn express new york city fifth ave,http://www.tripadvisor.com/ShowUserReviews-g60763-d584986-r50244484-Holiday_Inn_Express_New_York_City_Fifth_Ave-New_York_City_New_York.html,15 west 45th street,new york city,ny,USA,10036,-1,-1,200,4.452054795,3.746575342,4.130136986,4.794520548,3.993150685,0,4.223287671
usa_new york city_holiday_inn_express_new_york_city_times_square,holiday inn express new york city times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d1139717-r49903664-Holiday_Inn_Express_New_York_City_Times_Square-New_York_City_New_York.html,343 west 39th street,new york city,ny,USA,10018,-1,-1,31,4.148148148,3.62962963,3.555555556,4.37037037,3.814814815,0,3.903703704
usa_new york city_holiday_inn_express_nyc_madison_square_garden,holiday inn express nyc madison square garden,http://www.tripadvisor.com/ShowUserReviews-g60763-d630950-r50267776-Holiday_Inn_Express_NYC_Madison_Square_Garden-New_York_City_New_York.html,232 west 29th street,new york city,ny,USA,10001-5201,-1,-1,240,4.392156863,3.818627451,4.053921569,4.37745098,4.151960784,0,4.158823529
usa_new york city_holiday_inn_manhattan_downtown_soho,holiday inn manhattan downtown soho,http://www.tripadvisor.com/ShowUserReviews-g60763-d223022-r49909987-Holiday_Inn_Manhattan_Downtown_Soho-New_York_City_New_York.html,138 lafayette street,new york city,ny,USA,10013,-1,-1,179,3.744897959,3.346938776,3.734693878,3.897959184,3.571428571,0,3.659183673
usa_new york city_holiday_inn_midtown_57th_st,holiday inn midtown 57th st,http://www.tripadvisor.com/ShowUserReviews-g60763-d93344-r50420396-Holiday_Inn_Midtown_57th_St-New_York_City_New_York.html,440 west 57th street,new york city,ny,USA,10019,-1,-1,498,3.508305648,3.289036545,3.418604651,4.046511628,3.6910299,0,3.590697674
usa_new york city_holiday_inn_nyc_manhattan_6th_avenue,holiday inn nyc manhattan 6th avenue,http://www.tripadvisor.com/ShowUserReviews-g60763-d673080-r50503048-Holiday_Inn_NYC_Manhattan_6th_Avenue-New_York_City_New_York.html,125 west 26th street,new york city,ny,USA,10001,-1,-1,108,4.425742574,3.623762376,4.099009901,4.217821782,4.00990099,0,4.075247525
usa_new york city_hotel_17,hotel 17,http://www.tripadvisor.com/ShowUserReviews-g60763-d93379-r50246126-Hotel_17-New_York_City_New_York.html,225 east 17th street,new york city,ny,USA,10003,-1,-1,349,4.049450549,3.467032967,3.604395604,4.445054945,4.21978022,0,3.957142857
usa_new york city_hotel_31,hotel 31,http://www.tripadvisor.com/ShowUserReviews-g60763-d126257-r50453349-Hotel_31-New_York_City_New_York.html,120 east 31 street,new york city,ny,USA,10016,-1,-1,429,4.142857143,3.359307359,3.670995671,4.58008658,4.090909091,0,3.968831169
usa_new york city_hotel_373,hotel 373,http://www.tripadvisor.com/ShowUserReviews-g60763-d624442-r50010650-Hotel_373-New_York_City_New_York.html,373 fifth avenue,new york city,ny,USA,10001,-1,-1,141,4.573770492,3.860655738,4.073770492,4.696721311,3.942622951,0,4.229508197
usa_new york city_hotel_41_at_times_square,hotel 41 at times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d254605-r48493172-Hotel_41_At_Times_Square-New_York_City_New_York.html,206 w 41st st,new york city,ny,USA,10036,-1,-1,383,4.50802139,3.812834225,4.572192513,4.812834225,4.240641711,0,4.389304813
usa_new york city_hotel_99,hotel 99,http://www.tripadvisor.com/ShowUserReviews-g60763-d1546341-r50286122-Hotel_99-New_York_City_New_York.html,244 west 99th street,new york city,ny,USA,10025,-1,-1,12,3.9,3.7,3.5,3.7,4,0,3.76
usa_new york city_hotel_beacon,hotel beacon,http://www.tripadvisor.com/ShowUserReviews-g60763-d93338-r50507635-Hotel_Beacon-New_York_City_New_York.html,2130 broadway at 75th street,new york city,ny,USA,10023,-1,-1,467,4.323144105,4.19650655,3.951965066,4.563318777,4.209606987,0,4.248908297
usa_new york city_hotel_chandler,hotel chandler,http://www.tripadvisor.com/ShowUserReviews-g60763-d223024-r50557852-Hotel_Chandler-New_York_City_New_York.html,12 east 31st street,new york city,ny,USA,10016,-1,-1,337,4.535564854,4.175732218,4.414225941,4.456066946,4.246861925,0,4.365690377
usa_new york city_hotel_deauville,hotel deauville,http://www.tripadvisor.com/ShowUserReviews-g60763-d93364-r48740426-Hotel_Deauville-New_York_City_New_York.html,103 east 29th street,new york city,ny,USA,10016,-1,-1,133,3.960526316,3.355263158,4.105263158,4.407894737,4.039473684,0,3.973684211
usa_new york city_hotel_east_houston,hotel east houston,http://www.tripadvisor.com/ShowUserReviews-g60763-d1007724-r50441026-Hotel_East_Houston-New_York_City_New_York.html,151 east houston street,new york city,ny,USA,10002,-1,-1,32,4.516129032,3.483870968,4.096774194,4.451612903,3.709677419,0,4.051612903
usa_new york city_hotel_elysee,hotel elysee,http://www.tripadvisor.com/ShowUserReviews-g60763-d93340-r50241527-Hotel_Elysee-New_York_City_New_York.html,60 east 54th street,new york city,ny,USA,10022,-1,-1,372,4.711111111,4.485185185,4.625925926,4.792592593,4.388888889,0,4.600740741
usa_new york city_hotel_gansevoort,hotel gansevoort,http://www.tripadvisor.com/ShowUserReviews-g60763-d287626-r50378039-Hotel_Gansevoort-New_York_City_New_York.html,18 9th avenue,new york city,ny,USA,10014,-1,-1,313,4.289017341,4.092485549,3.705202312,4.50867052,3.439306358,0,4.006936416
usa_new york city_hotel_giraffe,hotel giraffe,http://www.tripadvisor.com/ShowUserReviews-g60763-d99762-r50447395-Hotel_Giraffe-New_York_City_New_York.html,365 park ave s,new york city,ny,USA,10016,-1,-1,348,4.837209302,4.617940199,4.598006645,4.511627907,4.299003322,0,4.572757475
usa_new york city_hotel_grand_union,hotel grand union,http://www.tripadvisor.com/ShowUserReviews-g60763-d122015-r50423186-Hotel_Grand_Union-New_York_City_New_York.html,34 east 32nd street,new york city,ny,USA,10016,-1,-1,330,4.035714286,3.505952381,3.696428571,4.595238095,4.029761905,0,3.972619048
usa_new york city_hotel_indigo_new_york_city_chelsea,hotel indigo new york city chelsea,http://www.tripadvisor.com/ShowUserReviews-g60763-d1237128-r50288173-Hotel_Indigo_New_York_City_Chelsea-New_York_City_New_York.html,127 west 28th street,new york city,ny,USA,10001,-1,-1,6,4.5,3.833333333,3.333333333,4,3.666666667,0,3.866666667
usa_new york city_hotel_mela,hotel mela,http://www.tripadvisor.com/ShowUserReviews-g60763-d612263-r50514261-Hotel_Mela-New_York_City_New_York.html,120 west 44th street,new york city,ny,USA,10036,-1,-1,353,4.637873754,4.102990033,4.481727575,4.754152824,4.199335548,0,4.435215947
usa_new york city_hotel_metro,hotel metro,http://www.tripadvisor.com/ShowUserReviews-g60763-d99392-r50146505-Hotel_Metro-New_York_City_New_York.html,45 w 35th st,new york city,ny,USA,10001,-1,-1,358,4.34551495,3.913621262,4.043189369,4.667774086,4.129568106,0,4.219933555
usa_new york city_hotel_newton,hotel newton,http://www.tripadvisor.com/ShowUserReviews-g60763-d112039-r50434312-Hotel_Newton-New_York_City_New_York.html,2528 broadway,new york city,ny,USA,10025,-1,-1,355,4.385057471,3.91954023,3.948275862,4.172413793,4.24137931,0,4.133333333
usa_new york city_hotel_on_rivington,hotel on rivington,http://www.tripadvisor.com/ShowUserReviews-g60763-d514488-r50475936-Hotel_on_Rivington-New_York_City_New_York.html,107 rivington st,new york city,ny,USA,10002,-1,-1,201,4.083969466,4.190839695,3.832061069,4.251908397,3.557251908,0,3.983206107
usa_new york city_hotel_reserve,hotel reserve,http://www.tripadvisor.com/ShowUserReviews-g60763-d1234559-r50514828-Hotel_Reserve-New_York_City_New_York.html,51 nassau street,new york city,ny,USA,10038,-1,-1,66,4.366666667,3.8,4.05,4.15,4.283333333,0,4.13
usa_new york city_hotel_st_james,hotel st james,http://www.tripadvisor.com/ShowUserReviews-g60763-d290978-r50081807-Hotel_St_James-New_York_City_New_York.html,109 west 45th street,new york city,ny,USA,10036,-1,-1,465,3.568965517,3,3.327586207,4.748275862,3.817241379,0,3.692413793
usa_new york city_hotel_stanford,hotel stanford,http://www.tripadvisor.com/ShowUserReviews-g60763-d93565-r50439721-Hotel_Stanford-New_York_City_New_York.html,43 west 32nd street,new york city,ny,USA,10001,-1,-1,259,3.967532468,3.558441558,3.746753247,4.714285714,4,0,3.997402597
usa_new york city_hotel_wales,hotel wales,http://www.tripadvisor.com/ShowUserReviews-g60763-d93625-r49223206-Hotel_Wales-New_York_City_New_York.html,1295 madison avenue,new york city,ny,USA,10128,-1,-1,89,3.745098039,3.411764706,3.745098039,4.039215686,3.254901961,0,3.639215686
usa_new york city_hudson_hotel,hudson hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d223023-r50297020-Hudson_Hotel-New_York_City_New_York.html,356 west 58th street,new york city,ny,USA,10019,-1,-1,339,3.803986711,2.584717608,3.451827243,4.305647841,3.023255814,0,3.433887043
usa_new york city_ink48_a_kimpton_hotel,ink48 a kimpton hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d1158753-r49849480-Ink48_a_Kimpton_Hotel-New_York_City_New_York.html,653 11th avenue at 48th,new york city,ny,USA,10036,-1,-1,46,4.76744186,4.418604651,4.627906977,3.558139535,4.11627907,0,4.297674419
usa_new york city_inn_new_york_city,inn new york city,http://www.tripadvisor.com/ShowUserReviews-g60763-d80092-r48562223-Inn_New_York_City-New_York_City_New_York.html,266 west 71st st.,new york city,ny,USA,10023,-1,-1,98,4.984848485,4.939393939,4.96969697,4.893939394,4.757575758,0,4.909090909
usa_new york city_intercontinental_the_barclay_new_york,intercontinental the barclay new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d93462-r50475462-InterContinental_The_Barclay_New_York-New_York_City_New_York.html,111 east 48th street,new york city,ny,USA,10017,-1,-1,344,4.059800664,3.664451827,3.651162791,4.445182724,3.637873754,0,3.891694352
usa_new york city_jumeirah_essex_house,jumeirah essex house,http://www.tripadvisor.com/ShowUserReviews-g60763-d455186-r50342742-Jumeirah_Essex_House-New_York_City_New_York.html,160 central park south,new york city,ny,USA,10019,-1,-1,282,4.305882353,4.111764706,3.982352941,4.8,3.629411765,0,4.165882353
usa_new york city_kitano_new_york,kitano new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d93337-r49426515-Kitano_New_York-New_York_City_New_York.html,66 park avenue,new york city,ny,USA,10016,-1,-1,168,4.727272727,4.463636364,4.372727273,4.572727273,4.036363636,0,4.434545455
usa_new york city_la_quinta_manhattan,la quinta manhattan,http://www.tripadvisor.com/ShowUserReviews-g60763-d99774-r49939169-La_Quinta_Manhattan-New_York_City_New_York.html,17 west 32nd st.,new york city,ny,USA,10001,-1,-1,346,3.643678161,3.270114943,3.494252874,4.379310345,3.75862069,0,3.709195402
usa_new york city_lafayette_house,lafayette house,http://www.tripadvisor.com/ShowUserReviews-g60763-d655870-r48783382-Lafayette_House-New_York_City_New_York.html,38 east 4th street,new york city,ny,USA,10003,-1,-1,10,4.222222222,4.444444444,4,4.777777778,4,0,4.288888889
usa_new york city_le_parker_meridien,le parker meridien,http://www.tripadvisor.com/ShowUserReviews-g60763-d93464-r50295231-Le_Parker_Meridien-New_York_City_New_York.html,118 west 57th street,new york city,ny,USA,10019,-1,-1,580,3.96345515,3.601328904,3.664451827,4.49833887,3.401993355,0,3.825913621
usa_new york city_library_hotel,library hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d224221-r50266840-Library_Hotel-New_York_City_New_York.html,299 madison avenue,new york city,ny,USA,10017,-1,-1,341,4.897009967,4.491694352,4.787375415,4.80730897,4.375415282,0,4.671760797
usa_new york city_loews_regency_hotel,loews regency hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d93607-r50470708-Loews_Regency_Hotel-New_York_City_New_York.html,540 park ave,new york city,ny,USA,10021,-1,-1,129,4.042253521,3.887323944,3.971830986,4.478873239,3.563380282,0,3.988732394
usa_new york city_lowell_hotel,lowell hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d93585-r48787589-Lowell_Hotel-New_York_City_New_York.html,28 east 63rd street,new york city,ny,USA,10021-8088,-1,-1,37,4.545454545,4.5,4.409090909,4.590909091,3.863636364,0,4.381818182
usa_new york city_mandarin_oriental_new_york,mandarin oriental new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d281071-r50499055-Mandarin_Oriental_New_York-New_York_City_New_York.html,80 columbus circle at 60th st,new york city,ny,USA,10023,-1,-1,195,4.703703704,4.611111111,4.425925926,4.712962963,3.787037037,0,4.448148148
usa_new york city_marriott_financial_center,marriott financial center,http://www.tripadvisor.com/ShowUserReviews-g60763-d1227811-r48006859-Marriott_Financial_Center-New_York_City_New_York.html,85 west street,new york city,ny,USA,10006,-1,-1,1,5,5,4,4,4,0,4.4
usa_new york city_milford_plaza_hotel,milford plaza hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d202590-r50555489-Milford_Plaza_Hotel-New_York_City_New_York.html,700 8th avenue,new york city,ny,USA,10036,-1,-1,348,3.279069767,2.803986711,3.42192691,4.707641196,3.531561462,0,3.548837209
usa_new york city_millenium_hilton,millenium hilton,http://www.tripadvisor.com/ShowUserReviews-g60763-d262330-r50367118-Millenium_Hilton-New_York_City_New_York.html,55 church street,new york city,ny,USA,10007,-1,-1,353,4.591362126,4.491694352,4.132890365,4.093023256,4.106312292,0,4.283056478
usa_new york city_millennium_hotel_broadway,millennium hotel broadway,http://www.tripadvisor.com/ShowUserReviews-g60763-d93486-r50522345-Millennium_Hotel_Broadway-New_York_City_New_York.html,145 w 44th street,new york city,ny,USA,10036,-1,-1,352,3.837209302,3.6910299,3.631229236,4.774086379,3.764119601,0,3.939534884
usa_new york city_millennium_un_plaza_hotel,millennium un plaza hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d209382-r50555772-Millennium_UN_Plaza_Hotel-New_York_City_New_York.html,one united nations plaza,new york city,ny,USA,10017-3575,-1,-1,526,3.970099668,3.983388704,3.996677741,4.179401993,3.996677741,0,4.025249169
usa_new york city_moderne_hotel,moderne hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d99354-r50246740-Moderne_Hotel-New_York_City_New_York.html,243 west 55th street,new york city,ny,USA,10019,-1,-1,146,3.623188406,3.260869565,3.376811594,4.434782609,3.608695652,0,3.660869565
usa_new york city_morgans_hotel,morgans hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d113329-r50540754-Morgans_Hotel-New_York_City_New_York.html,237 madison ave,new york city,ny,USA,10016,-1,-1,91,4.470588235,4.176470588,4.423529412,4.458823529,4.117647059,0,4.329411765
usa_new york city_murray_hill_east_suites,murray hill east suites,http://www.tripadvisor.com/ShowUserReviews-g60763-d93489-r50418312-Murray_Hill_East_Suites-New_York_City_New_York.html,149 east 39th street,new york city,ny,USA,10016-0913,-1,-1,216,4.027027027,3.801801802,3.612612613,4.45045045,4.153153153,0,4.009009009
usa_new york city_murray_hill_inn,murray hill inn,http://www.tripadvisor.com/ShowUserReviews-g60763-d80093-r48913094-Murray_Hill_Inn-New_York_City_New_York.html,143 east 30th street,new york city,ny,USA,10016,-1,-1,159,4.090909091,3.443181818,3.625,4.363636364,3.977272727,0,3.9
usa_new york city_new_york_marriott_downtown,new york marriott downtown,http://www.tripadvisor.com/ShowUserReviews-g60763-d93477-r50441871-New_York_Marriott_Downtown-New_York_City_New_York.html,85 west street,new york city,ny,USA,10006,-1,-1,214,4.338028169,4.246478873,4.077464789,3.929577465,4.014084507,0,4.121126761
usa_new york city_new_york_marriott_east_side,new york marriott east side,http://www.tripadvisor.com/ShowUserReviews-g60763-d93475-r50290694-New_York_Marriott_East_Side-New_York_City_New_York.html,525 lexington avenue,new york city,ny,USA,10017,-1,-1,239,4.207407407,3.851851852,3.874074074,4.392592593,3.555555556,0,3.976296296
usa_new york city_new_york_marriott_marquis,new york marriott marquis,http://www.tripadvisor.com/ShowUserReviews-g60763-d93507-r50304600-New_York_Marriott_Marquis-New_York_City_New_York.html,1535 broadway,new york city,ny,USA,10036,-1,-1,349,4.34551495,4.249169435,4.083056478,4.810631229,3.737541528,0,4.245182724
usa_new york city_new_york_palace_hotel,new york palace hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d126260-r50469011-New_York_Palace_Hotel-New_York_City_New_York.html,455 madison ave,new york city,ny,USA,10022,-1,-1,345,4.803986711,4.647840532,4.651162791,4.860465116,4.34551495,0,4.66179402
usa_new york city_night_hotel,night hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d75737-r49897825-Night_Hotel-New_York_City_New_York.html,132 west 45th street,new york city,ny,USA,10036,-1,-1,230,4.038461538,3.648351648,3.835164835,4.648351648,3.554945055,0,3.945054945
usa_new york city_novotel_new_york_times_square,novotel new york times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d93516-r50378994-Novotel_New_York_Times_Square-New_York_City_New_York.html,226 w. 52nd st.,new york city,ny,USA,10019,-1,-1,351,3.976744186,3.634551495,3.810631229,4.817275748,3.810631229,0,4.009966777
usa_new york city_off_soho_suites,off soho suites,http://www.tripadvisor.com/ShowUserReviews-g60763-d93374-r49448311-Off_Soho_Suites-New_York_City_New_York.html,11 rivington street,new york city,ny,USA,10002,-1,-1,52,3.5,3.214285714,3.642857143,3.964285714,3.678571429,0,3.6
usa_new york city_omni_berkshire_place,omni berkshire place,http://www.tripadvisor.com/ShowUserReviews-g60763-d113300-r50492819-Omni_Berkshire_Place-New_York_City_New_York.html,21 e 52nd st,new york city,ny,USA,10022,-1,-1,338,4.563981043,4.203791469,4.246445498,4.696682464,4.023696682,0,4.346919431
usa_new york city_on_the_ave_hotel,on the ave hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d99288-r50422147-On_The_Ave_Hotel-New_York_City_New_York.html,2178 broadway,new york city,ny,USA,10024,-1,-1,487,3.992248062,3.821705426,3.798449612,4.348837209,3.728682171,0,3.937984496
usa_new york city_park_79_hotel,park 79 hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d246797-r50383327-Park_79_Hotel-New_York_City_New_York.html,117 west 79th street,new york city,ny,USA,10024,-1,-1,269,3.971428571,3.292857143,3.692857143,4.342857143,3.785714286,0,3.817142857
usa_new york city_park_central,park central,http://www.tripadvisor.com/ShowUserReviews-g60763-d93520-r50347084-Park_Central-New_York_City_New_York.html,870 seventh avenue at 56th street,new york city,ny,USA,10019-4038,-1,-1,345,3.46179402,3.245847176,3.132890365,4.571428571,3.375415282,0,3.557475083
usa_new york city_park_south_hotel,park south hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d225942-r50238001-Park_South_Hotel-New_York_City_New_York.html,122 east 28th street,new york city,ny,USA,10016,-1,-1,273,4.238410596,3.655629139,3.735099338,4.099337748,3.953642384,0,3.936423841
usa_new york city_peninsula_new_york,peninsula new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d113311-r49922782-Peninsula_New_York-New_York_City_New_York.html,700 fifth avenue at 55th street,new york city,ny,USA,10019,-1,-1,99,4.666666667,4.296296296,4.425925926,4.814814815,3.592592593,0,4.359259259
usa_new york city_phillips_club,phillips club,http://www.tripadvisor.com/ShowUserReviews-g60763-d122004-r19489536-Phillips_Club-New_York_City_New_York.html,155 west 66th street,new york city,ny,USA,10023-6501,-1,-1,12,4.5,4.5,4.5,5,4,0,4.5
usa_new york city_plaza_athenee_hotel,plaza athenee hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d93606-r48828548-Plaza_Athenee_Hotel-New_York_City_New_York.html,37 e 64th st at madison ave,new york city,ny,USA,10021-7023,-1,-1,51,4.433333333,3.8,4.133333333,4.333333333,3.5,0,4.04
usa_new york city_radisson_martinique_on_broadway,radisson martinique on broadway,http://www.tripadvisor.com/ShowUserReviews-g60763-d99425-r50531757-Radisson_Martinique_on_Broadway-New_York_City_New_York.html,49 west 32nd street,new york city,ny,USA,10001,-1,-1,357,3.698198198,3.373873874,3.355855856,4.468468468,3.369369369,0,3.653153153
usa_new york city_ramada_eastside,ramada eastside,http://www.tripadvisor.com/ShowUserReviews-g60763-d99388-r50229404-Ramada_Eastside-New_York_City_New_York.html,161 lexington avenue,new york city,ny,USA,10016,-1,-1,213,4.114285714,3.752380952,3.647619048,4.295238095,4.133333333,0,3.988571429
usa_new york city_red_roof_inn_manhattan,red roof inn manhattan,http://www.tripadvisor.com/ShowUserReviews-g60763-d224223-r50053989-Red_Roof_Inn_Manhattan-New_York_City_New_York.html,6 west 32nd street,new york city,ny,USA,10001,-1,-1,565,4.268707483,4.051020408,3.792517007,4.629251701,4.149659864,0,4.178231293
usa_new york city_renaissance_new_york_hotel_57,renaissance new york hotel 57,http://www.tripadvisor.com/ShowUserReviews-g60763-d575732-r49517551-Renaissance_New_York_Hotel_57-New_York_City_New_York.html,130 e 57th st,new york city,ny,USA,10022,-1,-1,49,4.255319149,3.617021277,3.659574468,4.531914894,3.574468085,0,3.927659574
usa_new york city_renaissance_new_york_hotel_times_square,renaissance new york hotel times square,http://www.tripadvisor.com/ShowUserReviews-g60763-d93534-r50447686-Renaissance_New_York_Hotel_Times_Square-New_York_City_New_York.html,two times square,new york city,ny,USA,10036,-1,-1,350,4.510638298,4.420212766,4.255319149,4.845744681,3.95212766,0,4.396808511
usa_new york city_residence_inn_by_marriott_times_square_new_york,residence inn by marriott times square new york,http://www.tripadvisor.com/ShowUserReviews-g60763-d578305-r50422345-Residence_Inn_by_Marriott_Times_Square_New_York-New_York_City_New_York.html,1033 avenue of the americas,new york city,ny,USA,10018,-1,-1,388,4.642140468,4.525083612,4.381270903,4.725752508,4.397993311,0,4.534448161
usa_new york city_ritz_carlton_battery_park,ritz carlton battery park,http://www.tripadvisor.com/ShowUserReviews-g60763-d222959-r50511870-Ritz_Carlton_Battery_Park-New_York_City_New_York.html,2 west street,new york city,ny,USA,10004,-1,-1,258,4.525925926,4.288888889,4.318518519,4.103703704,3.896296296,0,4.226666667
usa_new york city_rockefeller_center_hotel,rockefeller center hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d617306-r45500141-Rockefeller_Center_Hotel-New_York_City_New_York.html,25 west 51st st.,new york city,ny,USA,10019,-1,-1,74,4.290322581,4.016129032,3.85483871,4.806451613,4.112903226,0,4.216129032
usa_new york city_roger_smith_hotel,roger smith hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d80107-r50372763-Roger_Smith_Hotel-New_York_City_New_York.html,501 lexington avenue,new york city,ny,USA,10017,-1,-1,174,3.985294118,3.75,4.102941176,4.433823529,3.941176471,0,4.042647059
usa_new york city_roger_williams_hotel,roger williams hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d80110-r50499625-Roger_Williams_Hotel-New_York_City_New_York.html,131 madison avenue,new york city,ny,USA,10016,-1,-1,267,4.549668874,3.940397351,4.38410596,4.357615894,3.834437086,0,4.213245033
usa_new york city_room_mate_grace,room mate grace,http://www.tripadvisor.com/ShowUserReviews-g60763-d518280-r50500260-Room_Mate_Grace-New_York_City_New_York.html,125 west 45 street,new york city,ny,USA,10036,-1,-1,472,4.411960133,3.973421927,4.109634551,4.694352159,4.073089701,0,4.252491694
usa_new york city_royalton_hotel_new_york_city,royalton hotel new york city,http://www.tripadvisor.com/ShowUserReviews-g60763-d93610-r50519955-Royalton_Hotel_New_York_City-New_York_City_New_York.html,44 west 44th street,new york city,ny,USA,10036,-1,-1,151,4.610294118,4.191176471,4.154411765,4.683823529,3.852941176,0,4.298529412
usa_new york city_salisbury_hotel,salisbury hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d93346-r50574508-Salisbury_Hotel-New_York_City_New_York.html,123 west 57th street,new york city,ny,USA,10019,-1,-1,329,4.322259136,4.046511628,4.043189369,4.803986711,4.352159468,0,4.313621262
usa_new york city_san_carlos_hotel,san carlos hotel,http://www.tripadvisor.com/ShowUserReviews-g60763-d80112-r50459388-San_Carlos_Hotel-New_York_City_New_York.html,150 east 50th street,new york city,ny,USA,10022,-1,-1,235,4.6,4.45,4.592857143,4.578571429,4.3,0,4.504285714
usa_new york city_seafarers_international_house,seafarers international house,http://www.tripadvisor.com/ShowUserReviews-g60763-d609602-r49768540-Seafarers_International_House-New_York_City_New_York.html,123 e. 15th st.,new york city,ny,USA,10003,-1,-1,30,3.473684211,3.473684211,3.578947368,4.684210526,4.315789474,0,3.905263158
usa_new york city_sheraton_new_york_hotel_towers,sheraton new york hotel towers,http://www.tripadvisor.com/ShowUserReviews-g60763-d93555-r50428007-Sheraton_New_York_Hotel_Towers-New_York_City_New_York.html,811 7th avenue on 53rd street,new york city,ny,USA,10019,-1,-1,320,3.627906977,3.348837209,3.737541528,4.727574751,3.57807309,0,3.803986711
